id,example_ja,example_zh
n3_0053,この店は若い人に人気があります。,這家店很受年輕人歡迎。
n3_0054,研究者は新しい星を発見しました。,研究人員發現了新的星星。
n3_0055,二つの案を比較してから決めましょう。,比較兩個方案後再決定吧。
n3_0056,先生は私の作文を高く評価しました。,老師給我的作文很高的評價。
n3_0057,季節によって商品の売れ方が変化します。,商品銷售情形會隨季節變化。
n3_0058,調査の結果を上司に報告しました。,我把調查結果報告給主管。
n3_0059,旅行の目的は日本語を使ってみることです。,旅行的目的是試著使用日文。
n3_0060,説明を聞いてやっと内容を理解しました。,聽完說明後我終於理解內容了。
n3_0061,先生の合図で全員が立ち上がりました。,聽到老師的訊號後所有人都站起來了。
n3_0062,途中で諦めずに最後まで続けました。,我沒有中途放棄而是堅持到最後。
n3_0063,台所から悪臭がして窓を開けました。,廚房傳來臭味所以我打開窗戶。
n3_0064,彼女は海外で働くことに憧れを持っています。,她憧憬著到海外工作。
n3_0065,旅行中は友達の犬を預かります。,旅行期間我會幫朋友照顧狗。
n3_0066,先生は学生に発表の機会を与えました。,老師給了學生發表的機會。
n3_0067,スープを飲むと体が温まります。,喝了湯身體就暖起來。
n3_0068,駅の辺りには小さな店が多いです。,車站附近有很多小店。
n3_0069,この店では珍しい商品も扱っています。,這家店也販售少見的商品。
n3_0070,この説明は私の場合にも当てはまります。,這個說明也適用於我的情況。
n3_0071,答えを当てた人には景品があります。,猜中答案的人會有獎品。
n3_0072,子どもが店の中で暴れて困りました。,小孩在店裡大鬧讓人很困擾。
n3_0073,コップから水が溢れています。,水正從杯子裡滿出來。
n3_0074,間違いを改めてもう一度提出します。,我會改正錯誤後再送出一次。
n3_0075,あらゆる可能性を考えて準備しました。,我考慮了所有可能性來準備。
n3_0076,予定をみんなの都合に合わせました。,我配合大家的時間調整了行程。
n3_0077,安易な判断は失敗につながります。,草率判斷會導致失敗。
n3_0078,難しい表現を簡単な言葉に言い換えました。,我把困難的表達改成簡單的說法。
n3_0079,雨の勢いが強くなってきました。,雨勢變強了。
n3_0080,育児と仕事の両立は簡単ではありません。,育兒和工作要兼顧並不簡單。
n3_0081,市民団体は市長に意見書を提出しました。,市民團體向市長提出了書面意見。
n3_0082,健康を意識して野菜を多く食べています。,我注意健康所以多吃蔬菜。
n3_0083,今の品質を維持することが大切です。,維持現在的品質很重要。
n3_0084,いずれ本当の理由が分かるでしょう。,早晚會知道真正的理由吧。
n3_0085,費用の一部は会社が負担します。,費用的一部分由公司負擔。
n3_0086,彼は一流の料理人として知られています。,他以一流廚師的身分聞名。
n3_0087,これは一種のトレーニングです。,這是一種訓練。
n3_0088,その知らせを聞いて一瞬言葉を失いました。,聽到那個消息我一瞬間說不出話。
n3_0089,合図と同時に選手たちは一斉に走り出しました。,訊號一響選手們就同時跑了出去。
n3_0090,一旦家に帰ってからもう一度来ます。,我先回家一趟再過來。
n3_0091,二人の意見は完全に一致しました。,兩人的意見完全一致。
n3_0092,一般的な会社員は朝から夕方まで働きます。,一般上班族從早上工作到傍晚。
n3_0093,会議室から別の部屋へ移動します。,我們會從會議室移動到別的房間。
n3_0094,授業中に居眠りをしてしまいました。,我上課時不小心打瞌睡了。
n3_0095,交通ルールに違反してはいけません。,不可以違反交通規則。
n3_0096,いよいよ明日から新しい仕事が始まります。,新工作終於從明天開始。
n3_0097,資料を百部印刷してください。,請印一百份資料。
n3_0098,彼は去年サッカー選手を引退しました。,他去年從足球選手身分退休了。
n3_0099,会社は外国からの学生を受け入れています。,公司正在接納來自國外的學生。
n3_0100,今年の受け持ちは三年生のクラスです。,今年負責的是三年級的班級。
n3_0101,財布を失ってとても困りました。,我弄丟錢包後非常困擾。
n3_0102,彼の説明を少し疑っています。,我有點懷疑他的說明。
n3_0103,午後に新しい企画の打ち合わせがあります。,下午有新企劃的會前討論。
n3_0104,彼は自分の発言をすぐに打ち消しました。,他立刻否認了自己的發言。
n3_0105,彼女は説明を聞きながら静かにうなずきました。,她一邊聽說明一邊安靜地點頭。
n3_0106,彼は京都生まれで大阪育ちです。,他出生在京都並在大阪長大。
n3_0107,友達を裏切るようなことはしたくありません。,我不想做出背叛朋友的事。
n3_0108,今月の売り上げは去年より増えました。,這個月的銷售額比去年增加了。
n3_0109,今日は運がよくて電車に間に合いました。,今天運氣好趕上了電車。
n3_0110,店では衛生に十分気をつけています。,店裡非常注意衛生。
n3_0111,野菜から十分な栄養を取りましょう。,我們從蔬菜攝取足夠營養吧。
n3_0112,雨のため試合は来週に延期されました。,因為下雨比賽延期到下週。
n3_0113,大学で演劇を学んでいます。,我在大學學習戲劇。
n3_0114,その団体は子どもたちを援助しています。,那個團體正在援助孩子們。
n3_0115,首相は駅前で演説しました。,首相在車站前演說。
n3_0116,前の車を安全に追い越しました。,我安全地超過了前面的車。
n3_0117,急いで走ったので友達に追いつきました。,因為急忙奔跑所以追上了朋友。
n3_0118,店員は客の質問に丁寧に応じました。,店員仔細回應客人的問題。
n3_0119,受付の人は電話に明るく応対しました。,櫃台人員開朗地應對電話。
n3_0120,仕事を早めに終えて帰りました。,我提早完成工作後回家。
n3_0121,雪が山全体を覆っています。,雪覆蓋了整座山。
n3_0122,大雑把な計画では予算が足りなくなります。,粗略的計畫會讓預算不夠。
n3_0123,その情報はまだ公にはされていません。,那項資訊還沒有公開。
n3_0124,不足している資料をあとで補います。,我稍後會補上不足的資料。
n3_0125,来月大きなイベントを行います。,下個月會舉辦大型活動。
n3_0126,風で飛ばないように紙を押さえてください。,請按住紙不要讓它被風吹走。
n3_0127,面接の前に深くお辞儀をしました。,面試前我深深鞠了一躬。
n3_0128,少し休んだら気持ちが落ち着きました。,稍微休息後心情穩定下來了。
n3_0129,春になると多くの観光客がこの町を訪れます。,到了春天許多觀光客會造訪這個城鎮。
n3_0130,参加者は各々好きな席に座りました。,參加者各自坐在喜歡的位子上。
n3_0131,子どもは大きな音に怯えて泣き出しました。,孩子被巨大的聲音嚇到哭了出來。
n3_0132,完成までおよそ三時間かかります。,到完成大約需要三小時。
n3_0133,その発言は多くの人に影響を及ぼしました。,那番發言對許多人造成了影響。
n3_0134,駅で荷物を下ろしてからホテルへ向かいました。,在車站卸下行李後前往飯店。
n3_0135,政府は教育制度を改革しようとしています。,政府正試圖改革教育制度。
n3_0136,この券で三回まで入場できます。,用這張券最多可以入場三次。
n3_0137,先生は文法を分かりやすく解説しました。,老師用容易理解的方式講解文法。
n3_0138,質問にはメールで回答してください。,請用電子郵件回答問題。
n3_0139,体調は少しずつ回復しています。,身體狀況正在逐漸恢復。
n3_0140,長い仕事から解放されてほっとしました。,從漫長工作中解脫後鬆了一口氣。
n3_0141,彼女は大きな問題を一人で抱えています。,她一個人背負著很大的問題。
n3_0142,この仕事には多くの人が関わっています。,許多人參與了這份工作。
n3_0143,時間の限り質問に答えます。,我會在時間允許範圍內回答問題。
n3_0144,確実な情報だけを使ってください。,請只使用確實的資訊。
n3_0145,台風の影響は各地に広がっています。,颱風的影響正在擴及各地。
n3_0146,写真を撮る角度を少し変えました。,我稍微改變了拍照的角度。
n3_0147,申し込みの前に住所を確認してください。,報名前請確認地址。
n3_0148,合格する確率はまだ分かりません。,合格的機率還不知道。
n3_0149,過去の経験から多くを学びました。,我從過去的經驗學到很多。
n3_0150,失敗を重ねて少しずつ上達しました。,反覆失敗後一點一點進步了。
n3_0151,秋には赤い果実が実ります。,秋天會結出紅色果實。
n3_0152,夏休みにアルバイトでお金を稼ぎました。,暑假時我打工賺了錢。
n3_0153,食事の栄養が偏らないようにしています。,我注意不要讓飲食營養不均衡。
n3_0154,市場には朝から活気があります。,市場從早上就很有活力。
n3_0155,彼女は海外でも活躍しています。,她在海外也很活躍。
n3_0156,結果だけでなく過程も大切です。,不只結果過程也很重要。
n3_0157,彼は長年の夢を叶えました。,他實現了多年的夢想。
n3_0158,この計画は実現可能です。,這個計畫可以實現。
n3_0159,父は少しだけ会社の株を持っています。,父親持有一點公司的股票。
n3_0160,昔は金や銀が貨幣として使われました。,以前金銀曾被當作貨幣使用。
n3_0161,机の上の紙くずを捨ててください。,請把桌上的紙屑丟掉。
n3_0162,箱の中は空っぽでした。,箱子裡是空的。
n3_0163,仮の予定を先に決めておきましょう。,我們先決定暫定行程吧。
n3_0164,この布は柔らかい感覚があります。,這塊布有柔軟的觸感。
n3_0165,観客は静かに演奏を聞いていました。,觀眾安靜地聽著演奏。
n3_0166,京都には一年中多くの観光客が来ます。,京都一年到頭都有許多觀光客。
n3_0167,子どもたちは虫の動きを観察しました。,孩子們觀察了昆蟲的動作。
n3_0168,若い人の政治への関心が高まっています。,年輕人對政治的關心正在提高。
n3_0169,新しい橋は今年中に完成する予定です。,新橋預計今年內完成。
n3_0170,映画を見た感想を聞かせてください。,請讓我聽聽你看完電影的心得。
n3_0171,登録が完了したらメールが届きます。,註冊完成後會收到電子郵件。
n3_0172,建物の外観は昔のまま残っています。,建築物的外觀仍保留著以前的樣子。
n3_0173,外部の専門家に意見を聞きました。,我們向外部專家詢問了意見。
n3_0174,その学者は日本の歴史を研究しています。,那位學者正在研究日本歷史。
n3_0175,読書は子どもの学力を伸ばします。,閱讀能提升孩子的學力。
n3_0176,その日のことは今でもはっきり記憶しています。,那天的事我到現在還記得很清楚。
n3_0177,この期間は入場料が半額になります。,這段期間入場費半價。
n3_0178,会社は大きな危機を乗り越えました。,公司度過了重大危機。
n3_0179,申し込みの期限は今週の金曜日です。,報名期限是這週五。
n3_0180,北海道の気候は台湾とかなり違います。,北海道的氣候和台灣相當不同。
n3_0181,新聞でその事件の記事を読みました。,我在報紙上讀了那起事件的報導。
n3_0182,転んで膝に小さな傷ができました。,跌倒後膝蓋出現了小傷口。
n3_0183,新しい映画の公開を楽しみに期待しています。,我很期待新電影上映。
n3_0184,学生時代の経験は貴重な財産です。,學生時代的經驗是寶貴的財產。
n3_0185,留学が日本語を学ぶきっかけになりました。,留學成了學日文的契機。
n3_0186,忙しい中来てもらって気の毒でした。,讓你百忙之中過來真是過意不去。
n3_0187,彼女は将来医者になる希望を持っています。,她懷抱著將來成為醫師的希望。
n3_0188,まず基本をしっかり覚えましょう。,首先把基礎好好記住吧。
n3_0189,ここでは朝礼に出るのが決まりです。,在這裡參加早會是規定。
n3_0190,体は食べ物から栄養を吸収します。,身體會從食物吸收營養。
n3_0191,町は急速に発展しています。,城鎮正在快速發展。
n3_0192,空港では安全対策を強化しています。,機場正在強化安全措施。
n3_0193,二つの意見には共通する点があります。,兩個意見有共通點。
n3_0194,彼は高い所に強い恐怖を感じます。,他對高處感到強烈恐懼。
n3_0195,準備が終わるまで協力してください。,請協助到準備完成。
n3_0196,撮影には店の許可が必要です。,拍攝需要店家的許可。
n3_0197,極端な意見だけで判断しないでください。,請不要只根據極端意見判斷。
n3_0198,気楽な服装で来てください。,請穿輕鬆的服裝來。
n3_0199,毎日の体温をノートに記録しています。,我把每天的體溫記錄在筆記本上。
n3_0200,発表の前はいつも緊張します。,發表前我總是會緊張。
n3_0201,その会社では多くの技術者が働いています。,那家公司有許多技術人員在工作。
n3_0202,説明だけでなく具体を示してください。,請不要只說明，也請提出具體內容。
n3_0203,もっと具体的な計画を立てましょう。,我們來訂出更具體的計畫吧。
n3_0204,彼の話を聞いた後、空虚な気持ちになりました。,聽完他的話後，我感到很空虛。
n3_0205,少ない材料で作れるように工夫しました。,我下了功夫，讓它能用少量材料做出來。
n3_0206,仕事と休みの時間をはっきり区別しています。,我把工作和休息時間清楚區分開來。
n3_0207,一点差で負けてとても悔しかったです。,以一分之差輸掉，真的很不甘心。
n3_0208,スープに少し塩を加えてください。,請在湯裡加一點鹽。
n3_0209,彼はこの町の歴史に詳しいです。,他很熟悉這個城鎮的歷史。
n3_0210,父は小さな店を経営しています。,爸爸經營一家小店。
n3_0211,学生時代に一人暮らしを経験しました。,學生時代我經歷過一個人生活。
n3_0212,毎日の練習を継続することが大切です。,持續每天練習很重要。
n3_0213,会議で来月の予定を決定しました。,會議上決定了下個月的行程。
n3_0214,話し合いの結論はまだ出ていません。,討論還沒有得出結論。
n3_0215,病院で血液検査を受けました。,我在醫院接受了血液檢查。
n3_0216,駅の近くに新しいビルを建設しています。,車站附近正在建設新的大樓。
n3_0217,一人でできることには限界があります。,一個人能做到的事有其極限。
n3_0218,現在の状況を教えてください。,請告訴我現在的狀況。
n3_0219,理想と現実はなかなか同じになりません。,理想和現實很難完全一樣。
n3_0220,この現象は冬によく見られます。,這種現象在冬天很常見。
n3_0221,参加者は予想を大きく超えました。,參加人數大幅超過預期。
n3_0222,人を傷つける行為は許されません。,傷害別人的行為是不被允許的。
n3_0223,友達とプレゼントを交換しました。,我和朋友交換了禮物。
n3_0224,公共の場所では静かにしましょう。,在公共場所安靜一點吧。
n3_0225,駅の壁に新しい広告が貼ってあります。,車站牆上貼著新的廣告。
n3_0226,こうして私たちの旅は始まりました。,就這樣，我們的旅程開始了。
n3_0227,この機械には高度な技術が使われています。,這台機器使用了高度技術。
n3_0228,必要な本をインターネットで購入しました。,我在網路上購買了需要的書。
n3_0229,全員に公平な機会を与えるべきです。,應該給所有人公平的機會。
n3_0230,次のリーダーの候補を三人選びました。,我們選出了三位下一任領導者的候選人。
n3_0231,申請書に国籍を書く欄があります。,申請書上有填寫國籍的欄位。
n3_0232,新しい方法を試みる価値があります。,有試試新方法的價值。
n3_0233,個人の情報は大切に扱ってください。,請謹慎處理個人資訊。
n3_0234,文化が異なると考え方も変わります。,文化不同，想法也會改變。
n3_0235,忙しかったので友達の誘いを断りました。,因為很忙，所以拒絕了朋友的邀約。
n3_0236,袋が破れて砂糖がこぼれました。,袋子破了，砂糖灑了出來。
n3_0237,朝の駅は通勤客で混雑しています。,早上的車站擠滿通勤乘客。
n3_0238,困難な問題でも一つずつ解決しましょう。,即使是困難的問題，也一個一個解決吧。
n3_0239,再三注意したのに同じミスが続きました。,明明再三提醒，還是一直出現同樣的錯誤。
n3_0240,彼には音楽の才能があります。,他有音樂才能。
n3_0241,その事件の裁判は来月始まります。,那起事件的審判下個月開始。
n3_0242,二つの町の境に古い橋があります。,兩個城鎮的邊界有一座老橋。
n3_0243,彼の作品は海外でも評価されています。,他的作品在海外也受到評價。
n3_0244,その作家の小説を全部読みました。,我讀完了那位作家的所有小說。
n3_0245,早速、新しいアプリを使ってみました。,我馬上試用了新的應用程式。
n3_0246,性別で人を差別してはいけません。,不可以因性別歧視別人。
n3_0247,強い風が作業を妨げました。,強風妨礙了作業。
n3_0248,雨はさらに強くなりました。,雨變得更大了。
n3_0249,この資料を参考にしてレポートを書きました。,我參考這份資料寫了報告。
n3_0250,私はその意見に賛成です。,我贊成那個意見。
n3_0251,料理に使う材料を先に買っておきます。,我會先買好做菜要用的材料。
n3_0252,明日までに資料を仕上げます。,我會在明天前完成資料。
n3_0253,この仕事には特別な資格が必要です。,這份工作需要特殊資格。
n3_0254,強い光が目を刺激しました。,強光刺激了眼睛。
n3_0255,先生の指示に従ってください。,請依照老師的指示。
n3_0256,交通ルールに従って運転してください。,請遵守交通規則開車。
n3_0257,今日は大雪です。従って、試合は中止します。,今天下大雪。因此，比賽取消。
n3_0258,計画は予定どおり執行されました。,計畫依照預定執行了。
n3_0259,値段より商品の質を重視しています。,比起價格，我更重視商品品質。
n3_0260,先輩が新人を丁寧に指導しています。,前輩正在仔細指導新人。
n3_0261,この道ではしばしば事故が起こります。,這條路常常發生事故。
n3_0262,支払いはカードでもできます。,也可以用信用卡付款。
n3_0263,事故で三人が死亡しました。,事故中有三人死亡。
n3_0264,この数字は売り上げの増加を示しています。,這個數字顯示銷售額增加。
n3_0265,彼は友人からの借金を少しずつ返しています。,他正在一點一點還欠朋友的錢。
n3_0266,今年は米をたくさん収穫できました。,今年收穫了很多米。
n3_0267,電車の中で週刊誌を読みました。,我在電車上看了週刊雜誌。
n3_0268,試験前は勉強に集中してください。,考試前請專心讀書。
n3_0269,収入が増えたので少し貯金できます。,收入增加了，所以可以存一點錢。
n3_0270,壊れた自転車を修理しました。,我修好了壞掉的腳踏車。
n3_0271,目的を達成する手段を考えましょう。,我們來思考達成目的的方法吧。
n3_0272,彼は自分の考えをはっきり主張しました。,他清楚主張了自己的想法。
n3_0273,彼女は台南の出身です。,她是台南出身。
n3_0274,その本は来年出版されます。,那本書明年出版。
n3_0275,大雨で交通に障害が出ています。,大雨造成交通障礙。
n3_0276,警察は新しい証拠を見つけました。,警方找到了新的證據。
n3_0277,詳細はメールで送ります。,詳細內容會用電子郵件寄給你。
n3_0278,小さなミスから大きな問題が生じました。,小錯誤引發了大問題。
n3_0279,この町では水の消費が増えています。,這個城鎮的用水消費正在增加。
n3_0280,彼は新しい職を探しています。,他正在找新的職位。
n3_0281,職場の雰囲気はとても明るいです。,職場氣氛非常開朗。
n3_0282,この植物は寒さに強いです。,這種植物很耐寒。
n3_0283,集めたデータをすぐに処理します。,我們會立刻處理收集到的資料。
n3_0284,技術は日々進化しています。,技術每天都在進化。
n3_0285,彼は真剣な表情で話を聞いていました。,他用認真的表情聽著話。
n3_0286,私は彼の言葉を信じています。,我相信他的話。
n3_0287,留学のためにビザを申請しました。,我為了留學申請了簽證。
n3_0288,医師は風邪だと診断しました。,醫師診斷是感冒。
n3_0289,弟の身長は父と同じくらいです。,弟弟的身高和爸爸差不多。
n3_0290,練習のおかげで日本語が進歩しました。,多虧練習，日文進步了。
n3_0291,自分の弱点を自覚することが大切です。,意識到自己的弱點很重要。
n3_0292,会社は新しい事業を始めました。,公司開始了新的事業。
n3_0293,出発の時刻を確認してください。,請確認出發時間。
n3_0294,彼が休んだのは事実です。,他請假是事實。
n3_0295,事前に資料を読んでおいてください。,請事先讀好資料。
n3_0296,実際に使ってみると便利でした。,實際用過後覺得很方便。
n3_0297,彼は試合で実力を発揮しました。,他在比賽中發揮了實力。
n3_0298,自動車より電車で行くほうが早いです。,比起汽車，搭電車去比較快。
n3_0299,彼は料理の腕を自慢しています。,他炫耀自己的廚藝。
n3_0300,準備は順調に進んでいます。,準備正順利進行。
n3_0301,海外では日本の常識が通じないこともあります。,在海外，日本的常識也有行不通的時候。
n3_0302,毎日話す練習をすれば上達します。,如果每天練習說話就會進步。
n3_0303,正しい情報を集めることが大切です。,收集正確資訊很重要。
n3_0304,けがは徐々によくなっています。,傷勢正在逐漸好轉。
n3_0305,先生は私をその会社に推薦しました。,老師推薦我去那家公司。
n3_0306,十分な睡眠を取るようにしています。,我盡量保持充足睡眠。
n3_0307,彼女は語学に優れています。,她在語言方面很出色。
n3_0308,その話は少しも面白くありませんでした。,那個話題一點也不有趣。
n3_0309,話の筋が少し分かりにくいです。,故事的脈絡有點難懂。
n3_0310,その資料は既に送ってあります。,那份資料已經寄出了。
n3_0311,彼は私の兄です。すなわち、父の長男です。,他是我哥哥。也就是說，是爸爸的長子。
n3_0312,店員は素早く商品を包みました。,店員很快地把商品包好。
n3_0313,全ての質問に答える必要はありません。,不需要回答所有問題。
n3_0314,努力の成果が少しずつ出ています。,努力的成果正在一點一點出現。
n3_0315,修理代を保険会社に請求しました。,我向保險公司請款修理費。
n3_0316,正式な発表は明日行われます。,正式發表會在明天進行。
n3_0317,強い精神を持つことが必要です。,需要有堅強的精神。
n3_0318,この工場では車の部品を製造しています。,這間工廠製造汽車零件。
n3_0319,子どもは短い間に大きく成長します。,孩子會在短時間內大幅成長。
n3_0320,青年たちは地域の活動に参加しました。,青年們參加了地方活動。
n3_0321,新しい家の設計を建築家に頼みました。,我請建築師設計新家。
n3_0322,その説には十分な証拠がありません。,那個說法沒有充分證據。
n3_0323,電気をこまめに消して節約しています。,我勤關電燈來節省用電。
n3_0324,世論は少しずつ変化しています。,輿論正在一點一點變化。
n3_0325,来月、市長選挙があります。,下個月有市長選舉。
n3_0326,彼はプロの野球選手です。,他是職業棒球選手。
n3_0327,前者は安く、後者は品質が高いです。,前者便宜，後者品質較高。
n3_0328,チームは目標に向かって前進しています。,團隊正朝目標前進。
n3_0329,二つの資料には大きな相違があります。,兩份資料有很大的差異。
n3_0330,この機械は簡単に操作できます。,這台機器很容易操作。
n3_0331,祖父の葬式に親戚が集まりました。,親戚們聚集參加祖父的葬禮。
n3_0332,十年後の生活を想像してみてください。,請試著想像十年後的生活。
n3_0333,この問題は相当難しいです。,這個問題相當困難。
n3_0334,送別の会で先輩に花を渡しました。,在送別會上把花送給前輩。
n3_0335,地震に備えて水を用意しています。,我準備水以防地震。
n3_0336,私は努力を続ける人を尊敬します。,我尊敬持續努力的人。
n3_0337,観光客の数が年々増加しています。,觀光客人數逐年增加。
n3_0338,京都で茶道を体験しました。,我在京都體驗了茶道。
n3_0339,二つの意見が会議で対立しました。,兩個意見在會議中對立。
n3_0340,互いの考えを尊重しましょう。,我們互相尊重彼此的想法吧。
n3_0341,時間はたっぷりあります。,時間很充裕。
n3_0342,たとえ失敗しても、もう一度挑戦します。,即使失敗，也會再挑戰一次。
n3_0343,新しい靴を店で試しました。,我在店裡試了新鞋。
n3_0344,この授業は二単位です。,這門課是兩學分。
n3_0345,毎日新しい単語を十個覚えます。,每天記十個新單字。
n3_0346,この問題は見た目ほど単純ではありません。,這個問題不像看起來那麼單純。
n3_0347,私は単に理由を知りたいだけです。,我只是想知道理由而已。
n3_0348,彼女はクラスを代表して発表しました。,她代表班上發表。
n3_0349,参加者の大部分は学生でした。,參加者大部分是學生。
n3_0350,計画はまだ準備の段階です。,計畫還在準備階段。
n3_0351,彼は会社で高い地位に就いています。,他在公司擔任很高的職位。
n3_0352,専門的な知識が必要な仕事です。,這是需要專業知識的工作。
n3_0353,東京で知人にばったり会いました。,我在東京偶然遇見認識的人。
n3_0354,中古の車を安く買いました。,我便宜買了一台中古車。
n3_0356,長期の旅行には準備が必要です。,長期旅行需要準備。
n3_0357,今日は体の調子があまりよくありません。,今天身體狀況不太好。
n3_0358,エアコンで部屋の温度を調節します。,用冷氣調節房間溫度。
n3_0359,分からないことは先生に直接聞きました。,不懂的事我直接問了老師。
n3_0360,注文に飲み物を追加しました。,我在訂單裡追加了飲料。
n3_0361,長い練習の末、ついに成功しました。,經過長時間練習後終於成功了。
n3_0362,試験に合格して次の段階に通過しました。,通過考試後進入下一個階段。
n3_0363,彼の日本語は店員にも通じました。,他的日文店員也聽得懂。
n3_0364,結果はメールで通知されます。,結果會用電子郵件通知。
n3_0365,会議で中国語を日本語に通訳しました。,會議上把中文口譯成日文。
n3_0366,安全を常に確認してください。,請隨時確認安全。
n3_0367,雨で週末の予定が潰れました。,週末計畫因為下雨泡湯了。
n3_0368,大切な人と別れるのはつらいです。,和重要的人分開很痛苦。
n3_0369,定期の検査を忘れないでください。,請不要忘記定期檢查。
n3_0370,事故のため電車が一時停止しました。,因為事故電車暫時停止了。
n3_0371,新しい環境に少しずつ適応しています。,我正在逐漸適應新環境。
n3_0372,試験前に徹夜して勉強しました。,考試前我熬夜讀書。
n3_0373,これは典型的な失敗の例です。,這是典型的失敗例子。
n3_0374,山の天候は急に変わることがあります。,山上的天氣有時會突然改變。
n3_0375,数学の点数が前より上がりました。,數學分數比以前提高了。
n3_0376,旅先での出会いを今も覚えています。,我到現在還記得旅途中的相遇。
n3_0377,電子辞書を使って単語を調べます。,用電子辭典查單字。
n3_0378,チームの方針を一つに統一しました。,我們把團隊方針統一起來。
n3_0379,飛行機は予定より早く到着しました。,飛機比預定時間早抵達。
n3_0380,選挙の日に投票に行きました。,選舉那天去投票了。
n3_0381,駅を通り過ぎて次の角で曲がってください。,請走過車站後在下一個轉角轉彎。
n3_0382,砂糖をお湯に溶かします。,把砂糖溶在熱水裡。
n3_0383,この建物は丸い屋根が特徴的です。,這棟建築的圓形屋頂很有特色。
n3_0384,机の上を整えてから勉強します。,我整理好桌面後再讀書。
n3_0385,荷物は明日の午前中に届く予定です。,包裹預計明天上午送達。
n3_0386,とにかく今は落ち着いて考えましょう。,總之現在先冷靜思考吧。
n3_0387,新聞はその問題を大きく取り上げました。,報紙大篇幅報導了那個問題。
n3_0388,チームで新しい課題に取り組んでいます。,團隊正在著手處理新的課題。
n3_0389,寝る前に読書する習慣があります。,我有睡前閱讀的習慣。
n3_0390,この店には独特な雰囲気があります。,這家店有獨特的氣氛。
n3_0391,目標に向かって毎日努力しています。,每天朝目標努力。
n3_0392,会議の流れを先に説明します。,我先說明會議流程。
n3_0393,説明を聞いてようやく納得しました。,聽完說明後我終於理解並接受了。
n3_0394,何しろ時間がないので急ぎましょう。,畢竟沒有時間了，快一點吧。
n3_0395,進路について長い間悩んでいます。,我為了未來方向煩惱了很久。
n3_0396,日常の小さな習慣を大切にしています。,我很重視日常的小習慣。
n3_0398,人間は一人では生きられません。,人無法獨自生存。
n3_0399,問題の原因を正しく認識する必要があります。,需要正確認識問題的原因。
n3_0400,文章から不要な言葉を抜きました。,我從文章中刪掉了不必要的詞。
n3_0401,年齢に関係なく参加できます。,不論年齡都可以參加。
n3_0402,彼には高い計算能力があります。,他有很強的計算能力。
